"lemma","discriminator","is_official","supertype","frame","distribution","pronominal_class","subject","sememe","examples","synonyms","etymology","etymological_notes","definition_type","qtq_definition","qtq_notes","qtq_gloss","eng_definition","eng_notes","eng_gloss","cmn_definition","cmn_notes","cmn_gloss","spa_definition","spa_notes","spa_gloss","fra_definition","fra_notes","fra_gloss","por_definition","por_notes","por_gloss","rus_definition","rus_notes","rus_gloss","deu_definition","deu_notes","deu_gloss","jpn_definition","jpn_notes","jpn_gloss","tgl_definition","tgl_notes","tgl_gloss","tur_definition","tur_notes","tur_gloss","pol_definition","pol_notes","pol_gloss","nld_definition","nld_notes","nld_gloss","bul_definition","bul_notes","bul_gloss","isl_definition","isl_notes","isl_gloss","lou_definition","lou_notes","lou_gloss","epo_definition","epo_notes","epo_gloss","tok_definition","tok_notes","tok_gloss","tlh_definition","tlh_notes","tlh_gloss","ithkuil-iv_definition","ithkuil-iv_notes","ithkuil-iv_gloss","votgil_definition","votgil_notes","votgil_gloss","c_definition","c_gloss","c_notes","jbo_definition","jbo_gloss","jbo_notes","langdata","qpv_definition","qpv_gloss","qpv_notes"
"ía",1,"False",,,,,,,"""\""Choa ía\"" \""There is speaking\"", \""Chı jí, ꝡä za patı ía râo ní nuaq\"" \""I think there will be a party tonight\""""",,,,"informal",,,,"pronoun: null, observative; 'it's X-ing', 'there is X-ing'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '6WrSpWq97', 'author': 'robintown', 'date': '2024-10-21T22:50:41.427Z', 'score': 4})}",,,
"íam",1,"False",,,,,,,"[]",,,,"informal",,,,"focus marker: regardless of X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'H62RJJ_QE', 'author': 'uakci', 'date': '2024-09-06T09:10:22.288Z', 'score': 1})}",,,
"íaꝡa",1,"False",,,,,,,"[]",,,,"informal",,,,"pronoun: refers to an abstract agent one can ascribe occurrences to if they are not the doing of any conscious/animate agent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_Am3HpDHm', 'author': 'uakci', 'date': '2024-05-03T15:11:28.856Z', 'score': 0})}",,,
"íme",1,"True","pronoun",,,,,"qumuse","[]","jıhao",,,"informal",,,,"1st + 3rd person personal pronoun; we/us (me + them)",,"1+3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:íme', 'author': 'official', 'date': '', 'score': 0})}",,,
"ína",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: okay? got it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"je'epei",,,"{'eng': OrderedDict({'id': 'kvJ-oQEUX', 'author': 'Laqme', 'date': '2024-04-24T21:21:49.109Z', 'score': 0}), 'jbo': OrderedDict({'id': 'icjrzdRhN', 'author': 'Laqme', 'date': '2025-04-03T21:27:00.190Z', 'score': 0})}",,,
"íne",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: you see?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'kudzu_5xT', 'author': 'evie', 'date': '2024-06-30T02:02:57.774Z', 'score': 0})}",,,
"ínha",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: okay? will you?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vi'opei",,,"{'eng': OrderedDict({'id': 'lv0ZCRr0m', 'author': 'Laqme', 'date': '2024-04-24T21:21:59.107Z', 'score': 0}), 'jbo': OrderedDict({'id': 'D0gE69gen', 'author': 'Laqme', 'date': '2025-04-03T21:27:07.041Z', 'score': 0})}",,,
"ío",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: y'know? don't you agree?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'U9bb9_pMp', 'author': 'Laqme', 'date': '2024-04-24T21:22:12.625Z', 'score': 0})}",,,
"íra",1,"False",,,,,,,"[]",,,,"informal",,,,"anaphoric pronoun for connective phrases (RU/ROI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'zayvKjBr5', 'author': 'el', 'date': '2022-11-27T00:22:42.518Z', 'score': 0})}",,,
"îaı",1,"False",,,,,,,"[]",,,,"informal",,,,"adjunct head: forms direct-object-sharing adverbials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ZxxlL0NdG', 'author': 'evie', 'date': '2025-09-21T01:58:35.055Z', 'score': 2})}",,,
"îna",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: acknowledging that the other side has understood what i said",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'WWoYjS7Mo', 'author': 'kazoo', 'date': '2025-01-31T17:58:08.803Z', 'score': 0})}",,,
"îuq",1,"False",,,,,,,"[]",,,,"informal",,,,"subject-sharing adjunct head",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'iGVz0emo4', 'author': 'Dembim', 'date': '2026-02-03T01:29:05.578Z', 'score': 1})}",,,
"ïe",1,"False",,,,,,,"[]",,,,"informal",,,,"start editorial parenthetical (closed by **kı**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '-ubuUiPzI', 'author': 'Laqme', 'date': '2025-01-02T15:07:49.408Z', 'score': 4})}",,,
"ïgo",1,"False",,,,,,,"[]",,,,"informal",,,,"lift superordinate clause, binding hóa in the following clause on the same level as said superordinate clause",,"RELRETROCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'wxeB-9cn1', 'author': 'seaqtaq', 'date': '2024-07-16T08:50:18.604Z', 'score': 0})}",,,
"óme",1,"False",,,,,,,"[]",,,,"informal",,,,"pronoun: cute/endearing 3rd person pronoun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vzG0HaPAZ', 'author': 'lassc', 'date': '2025-03-20T12:20:53.555Z', 'score': 0})}",,,
"óne",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""babe?"", ""honey?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'KmhHS5Llq', 'author': 'Laqme', 'date': '2025-05-02T17:44:16.837Z', 'score': 2})}",,,
"ôaı",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""uh-oh, looks like you're in trouble""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '9s5oSoj5T', 'author': 'Laqme', 'date': '2023-12-19T08:52:02.093Z', 'score': 1})}",,,
"ôq",1,"False",,,,,,,"[]",,,,"informal",,,,"Adjunct head for direct-object-sharing adverbials",,,,,,"núcleo de adjuntos para adverbios que comparten objeto directo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '70rCWf6zQ', 'author': 'Laqme', 'date': '2023-02-18T00:50:22.160Z', 'score': 4}), 'spa': OrderedDict({'id': 'QBy0GYLxd', 'author': 'TheAndSys', 'date': '2025-03-26T05:51:42.320Z', 'score': 0})}",,,
"ôro",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: that must suck for you; i’m sorry for you; (an empathic ‘yikes’ or ‘ouch’)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vgOdMlfLn', 'author': 'uakci', 'date': '2022-06-20T07:48:25.228Z', 'score': 1})}",,,
"úmo",1,"True","pronoun",,,,,"teleyo","[]",,,,"informal",,,,"1st + 2nd person personal pronoun; we/us (me + you)",,"1+2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:úmo', 'author': 'official', 'date': '', 'score': 0})}",,,
"úmı",1,"False",,,,,,,"[]",,,,"informal","Jí roı súq",,,"pronoun: us (you and I; 1st + 2nd person)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ce7hZkv_S', 'author': 'el', 'date': '2022-10-18T22:28:04.468Z', 'score': 0}), 'qtq': OrderedDict({'id': '8zIGhx9nE', 'author': 'robintown', 'date': '2022-10-21T18:11:15.295Z', 'score': 0})}",,,
"úq",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: “yeah, mhm, and then?” (phatic, encouraging to continue)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '4TtQWheib', 'author': 'uakci', 'date': '2022-02-21T03:37:50.351Z', 'score': 1})}",,,
"úı",1,"False",,,,,,,"[]",,,,"informal",,,,"pronoun: colloquial variant of **úmı** ‘us (you and I; 1st + 2nd person)’",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'dAn6DZLIk', 'author': 'uakci', 'date': '2024-02-23T12:40:04.706Z', 'score': 1})}",,,
"û",1,"False",,,,,,,"[]",,,,"informal",,,,"Interjection: expression of happiness or delight in reaction to something deemed cute or adorable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'eYEY5-zFW', 'author': 'xorxes', 'date': '2020-06-17T17:07:54.719Z', 'score': 3})}",,,
"û",2,"False","particle",,,,,,"[]",,,,"informal",,,,"object incorporation head that passivizes the verb",,"…-ed by …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '5uk6eIUg_', 'author': 'uakci', 'date': '2024-05-23T21:04:43.255Z', 'score': 0})}",,,
"ûfu",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""phew, lucky you, right!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'PKZdRRhPc', 'author': 'Laqme', 'date': '2023-12-19T08:55:34.176Z', 'score': 1})}",,,
"ûq",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: “hmm, uh-huh, iunno…” (phatic; reflective)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'arVP6NyWJ', 'author': 'uakci', 'date': '2022-02-21T03:41:35.085Z', 'score': 0})}",,,
"üaq",1,"False",,,,,,,"[]",,,,"informal",,,,"complementizer: the probability of ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'JmcFoRGgv', 'author': 'kazoo', 'date': '2025-11-03T19:56:44.272Z', 'score': 1})}",,,
"üq",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: “mhm, yeah, so?, eh?” (phatic; explicitly asks for a response or acknowledgement, giving up one’s turn in the conversation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '9JCkmi54n', 'author': 'uakci', 'date': '2022-02-21T03:40:21.236Z', 'score': 1})}",,,
"ı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pertains to cyberspace.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '1Z1sroujR', 'author': 'uakci', 'date': '2023-01-01T17:25:22.209Z', 'score': 0})}",,,
"ı'ı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an unpleasant (e.g., nails-on-chalk) scratching or fumbling noise that makes one shiver.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'AnOKkPVHK', 'author': 'uakci', 'date': '2021-09-03T19:15:44.174Z', 'score': 0})}",,,
"ı-",1,"False",,,,,,,"[]",,,,"informal",,,,"Pertaining to cyberspace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '79nP7v3sm', 'author': 'TheAndSys', 'date': '2025-02-18T19:38:08.158Z', 'score': 0})}",,,
"ıaha",1,"False",,,,,,,"[]",,,,"informal",,,,"onomatopoeia: neigh; ▯ neighs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'DDKhBTVzp', 'author': 'jiqci', 'date': '2024-11-27T11:49:20.424Z', 'score': 0})}",,,
"ıao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is OK, acceptable, all right for property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'wLv1GaxGZ', 'author': 'uakci', 'date': '2021-11-07T01:32:04.718Z', 'score': 0})}",,,
"ıao",2,"False",,"c","d","hoq","free",,"[]",,,,"informal",,,,"▯ is OK, acceptable, alright",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VGu8n56ZU', 'author': 'Dembim', 'date': '2025-12-12T00:24:52.412Z', 'score': 1})}",,,
"ıaq",1,"False",,,,,,,"[]",,,,"informal",,,,"modal: no matter / regardless of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '86BRXGY2I', 'author': 'robintown', 'date': '2022-12-22T23:48:20.550Z', 'score': 2})}",,,
"ıaq",2,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the case regardless of what the answer to ▯ is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vbzS6UMgR', 'author': 'Laqme', 'date': '2022-12-22T21:12:29.980Z', 'score': 0})}",,,
"ıaqdere",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a yandere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'G8Txqa-zh', 'author': 'TheAndSys', 'date': '2025-02-16T07:05:56.063Z', 'score': 0})}",,,
"ıaqjı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ occurs whether I like it or not; ▯ occurs without accounting for my opinion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'w8BzO9Zpe', 'author': 'uakci', 'date': '2023-03-17T20:44:49.889Z', 'score': 0})}",,,
"ıasata",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a minor deity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VkJ7mVLQs', 'author': 'eednb', 'date': '2023-05-03T02:15:35.682Z', 'score': 0})}",,,
"ıata",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a protist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'rgtjsLx0q', 'author': 'jiqci', 'date': '2023-09-08T19:50:55.219Z', 'score': 0})}",,,
"ıbe",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: I admit / I concede / that's fair / you have a point",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'zFt1L0p2d', 'author': 'Laqme', 'date': '2024-04-24T21:25:54.983Z', 'score': 3})}",,,
"ıcaqmıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an influencer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'XIF_U-tFS', 'author': 'seaqtaq', 'date': '2024-07-13T10:01:21.561Z', 'score': 0})}",,,
"ıcı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ (of a noise) is shrill/sharp/piercing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vyY5cL64Z', 'author': 'seaqtaq', 'date': '2024-07-18T21:55:42.399Z', 'score': 0})}",,,
"ıda",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an Ida, a kind of elemental being to which various personal conditions/affects are attributed in Toaq folklore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'sbyxHJd2Q', 'author': 'robintown', 'date': '2024-09-22T13:07:24.105Z', 'score': 1})}",,,
"ıdajom",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an Ida of the variety that 'haunts' a person.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'jrCO-AK7t', 'author': 'robintown', 'date': '2024-09-22T13:09:19.341Z', 'score': 0})}",,,
"ıdezeo",1,"False",,"c","d","maq","individual",,"[]",,,,"informal",,,,"▯ is oleaster/Russian olive/silverberry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '5TCmkpf6N', 'author': 'kazoo', 'date': '2025-04-26T09:28:44.854Z', 'score': 0})}",,,
"ıdeı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ panics (emotion)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'SnkzokHOe', 'author': 'fagri', 'date': '2021-10-08T17:50:18.259Z', 'score': 0})}",,,
"ıdojeq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is hydrogen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'UgbQ7DjBn', 'author': 'uakci', 'date': '2022-12-31T13:51:54.360Z', 'score': 0})}",,,
"ıe'a",1,"False",,,,,,,"[]",,,,"informal",,,,"onomatopoeia: ""shrink"", ""retract"", ""deflate""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'xiav5BkeU', 'author': 'lassc', 'date': '2025-04-25T20:27:25.510Z', 'score': 1})}",,,
"ıeq",1,"False",,,,,,,"[]",,,,"informal",,,,"sentence connector: ""I mean..."" ""or rather..."" (aborting and correcting the previous sentence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'b0jZ1RdbD', 'author': 'Laqme', 'date': '2022-02-10T03:03:20.473Z', 'score': 2})}",,,
"ıeshuajıuchaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Christmas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Djzpg45aD', 'author': 'Ilmen', 'date': '2024-01-30T11:04:38.518Z', 'score': 0})}",,,
"ıeshuajıuchaqpoq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Santa Claus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '-MTd2fyNP', 'author': 'Ilmen', 'date': '2024-01-30T11:05:03.598Z', 'score': 0})}",,,
"ıeı",1,"False",,,,,,,"[]",,,,"informal",,,,"fear, screaming; aah!",,"eek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'RbTVX0qIA', 'author': 'robintown', 'date': '2025-04-30T22:22:41.849Z', 'score': 1})}",,,
"ıfu",1,"True","interjection",,,,,,"[]",,,,"informal",,,,"disgust",,"eww",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:ıfu', 'author': 'official', 'date': '', 'score': 0})}",,,
"ıfı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an odd number.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Y6WU8sB4b', 'author': 'Laqme', 'date': '2025-02-04T19:09:21.416Z', 'score': 0})}",,,
"ıga",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""Of course...""/""...After all""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'PiiTt-Zk-', 'author': 'seaqtaq', 'date': '2024-07-10T21:34:43.987Z', 'score': 2})}",,,
"ıgoluaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ play Go together.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VADPZ5aib', 'author': 'Laqme', 'date': '2022-05-14T22:13:57.382Z', 'score': 0})}",,,
"ıgotoq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a Go board",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ByNITny0q', 'author': 'el', 'date': '2022-10-03T04:31:54.644Z', 'score': 0})}",,,
"ıgu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a bit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'jbE6L-vAz', 'author': 'uakci', 'date': '2023-06-03T11:37:28.072Z', 'score': 1})}",,,
"ıgıgı",1,"False",,,,,,,"[]",,,,"informal",,,,"ideophone: shaking/shivering/trembling/shuddering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vMbOfCdIz', 'author': 'lassc', 'date': '2026-03-16T18:03:56.561Z', 'score': 0})}",,,
"ıhoam",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is marl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'LoK9cQoth', 'author': 'Snow', 'date': '2024-03-21T14:21:45.186Z', 'score': 0})}",,,
"ıhole",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ah shit, oh fuck, oh dang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'blqhzQToz', 'author': 'TheAndSys', 'date': '2024-09-10T05:09:56.729Z', 'score': 0})}",,,
"ıhı",1,"False",,,,,,,"[]",,,,"informal",,,,"interjection: ""ehe, teehee"" (giggle)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'VdSo-2ieb', 'author': 'Laqme', 'date': '2024-06-03T19:01:37.494Z', 'score': 1})}",,,
"ıjaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ satisfies relation ▯ (with something)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'U0hTVQmR_', 'author': 'TheAndSys', 'date': '2025-09-18T17:02:06.574Z', 'score': 0})}",,,
"ıjela",1,"False",,,,,,,"[]",,,,"informal",,,,"Tense: absolute existential future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Gj9GUrsDL', 'author': 'Ilmen', 'date': '2023-04-01T19:49:38.274Z', 'score': 0})}",,,
"ıjo",1,"False",,,,,,,"[]",,,"a priori, generated with the help of awkwords","informal",,,,"▯ shows/presents ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'x1s1-wvZO', 'author': 'fagri', 'date': '2021-10-08T04:01:00.901Z', 'score': 3})}",,,
"ıjoboe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a slide (the kind that you project or otherwise show).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ekNwMlccf', 'author': 'robintown', 'date': '2023-11-14T12:27:51.438Z', 'score': 0})}",,,
